product_id,old_sku,new_sku,name
7700,,TZ-BRAN-DUNG-0A05,"Dungeons 2"
7699,,TZ-BRAN-DEST-2946,"Destiny: The Taken King Legendary Edition"
7693,,TZ-BRAN-DEST-72FD,"Destiny 2"
7692,,TZ-BRAN-DEST-0E55,"Destiny"
7691,,TZ-BRAN-DARK-F363,"Dark Pictures: House Of Ashes"
7690,,TZ-BRAN-CODE-F5D2,"Codevain"
7689,,TZ-BRAN-CHOR-9D3D,"Chorvs"
7688,,TZ-BRAN-BOUN-13B1,"Bound By Flame"
7687,,TZ-BRAN-BLAD-81D8,"Bladestorm: Nightmare"
7686,,TZ-BRAN-ALAD-5C2F,"Aladdin and Lion king"
7685,,TZ-BRAN-AGEN-A17A,"Agents Mayhem"
7684,,TZ-BRAN-AEGI-DEEA,"Aegis Of Earth"
7683,,TZ-BRAN-8TOG-99F0,"8 To Glory"
7625,,TZ-ACCE-PLAY-E3F4,"PlayStation Dualsense Charging Station"
7613,,TZ-ACCE-PLAY-22EE,"PlayStation Slim Cover Plates (Disc)"
7602,,TZ-ACCE-PS5D-C530,"PS5 Dualsense Edge / 30th Anniversary/ Standard Wireless Controllers (red/black/white/blue/camo)"
7592,,TZ-BRAN-WWE2-107F,"WWE 2K24 Standard/Deluxe Edition"
7591,,TZ-PLAY-CHER-B31A,"Chernobylite"
7590,,TZ-PLAY-AVAT-873D,"Avatar: Frontiers of Pandora"
7572,,TZ-BRAN-HOGW-0639,"Hogwarts Legacy"
7542,,TZ-BRAN-PGAT-D928,"PGA Tour 2K23"
7534,,TZ-BRAN-TERM-8FDC,"Terminator Resistance"
7533,,TZ-BRAN-MARV-E7B6,"Marvels: Spiderman 2"
7531,,TZ-BRAN-OERC-0893,"Oercooked! All You Can Eat"
7520,,TZ-BRAN-NOMA-A66F,"No Man's Sky"
7519,,TZ-BRAN-GRAN-CC86,"Grand Theft Auto V"
7518,,TZ-BRAN-NBA2-8BCE,"NBA 2K24"
7517,,TZ-BRAN-NARU-A0D5,"Naruto x Boruto: Ultimate Ninja Storm Connections"
7509,,TZ-BRAN-MONA-3756,"Monark"
7508,,TZ-BRAN-MORT-BF83,"Mortal Kombat 11 Ultimate"
7500,,TZ-BRAN-GODO-71A1,"God of War Ragnarox"
7498,,TZ-BRAN-DEMO-9E9F,"Demon Slayer -Kmetsu no Yaiba- The Hinokami Chronicles"
7469,,TZ-BRAN-THEL-C106,"The Last of Us Part 1"
7468,,TZ-BRAN-TEKK-3663,"Tekken 8"
7467,,TZ-BRAN-ZORR-7D1B,"Zorro- The Chronicles"
7456,,TZ-BRAN-WAYO-03E9,"Way of The Hunter"
7455,,TZ-BRAN-VAMP-DD27,"Vampire: The Masquerade - Swansong"
7453,,TZ-BRAN-THEL-8AEC,"The Lord Of The Rings: Gollum"
7452,,TZ-BEST-MSIC-50F6,"MSI Claw A8 / 8 AI+ / A1M 512GB/1TB/2TB Z2 Extreme / UT7 / UT5"
7444,,TZ-BRAN-THEP-D2C8,"The Pathless"
7443,,TZ-BRAN-THEF-7FB2,"The Falconeer: Warrior Edition"
7442,,TZ-BRAN-THEW-203F,"The Witcher 3: Wild Hunt Complete Edition"
7441,,TZ-BRAN-THEC-A746,"The Crew: Motorfest Limited Edt."
7435,,TZ-BRAN-SUBN-F9EA,"Subnautica: Below Zero"
7432,,TZ-BRAN-STRA-193E,"Stray"
7431,,TZ-BRAN-STAR-9D8A,"Star Wars: Jedi Survivor"
7424,,TZ-BRAN-STAR-D9CF,"Star Wars: Jedi Fallen Order"
7423,,TZ-BRAN-SPIR-A94B,"Spirit of the North (Enhanced Edition)"
7422,,TZ-BRAN-MARV-6578,"Marvels: Spider-Man Miles Morales"
7421,,TZ-BRAN-MARV-D86E,"Marvels: Avengers"
7420,,TZ-BRAN-SOUL-D2C7,"Soulstice (Deluxe Edition)"
7410,,TZ-BRAN-SAIN-5339,"Saints Row (Criminal Customs Edition)"
7409,,TZ-PLAY-HITM-0757,"Hitman: World Of Assassination Pre-Owned"
7408,,TZ-BRAN-ELDE-D1D1,"Elden Ring"
7406,,TZ-PLAY-CALL-0697,"Call Of Duty Black Ops: Cold War"
7405,,TZ-PLAY-ASSA-6C50,"Assassin's Creed Valhalla"
7398,,TZ-BRAN-RESI-D3C7,"Resident Evil: Village"
7397,,TZ-BRAN-RATC-A126,"Ratchet & Clank: Rift Apart"
7396,,TZ-BRAN-PERS-508D,"Persona 5 Royal"
7395,,TZ-BRAN-OVER-DF84,"Override 2: Super Mech League Ultraman Deluxe Edition"
7394,,TZ-BRAN-NIOH-A65C,"Nioh Collection"
7388,,TZ-BRAN-NFSU-4D8A,"NFS: Unbound"
7387,,TZ-BRAN-NEWT-4886,"New Tales from the Borderlands"
7386,,TZ-BRAN-NBA2-2EBB,"NBA 2K23"
7385,,TZ-BRAN-MOVI-5304,"Moving Out 2"
7384,,TZ-BRAN-MORT-353A,"Mortal Kombat 1"
7378,,TZ-BRAN-MINE-2371,"Minecraft: Legends"
7377,,TZ-BRAN-MARV-030C,"Marvels: Midnight Suns"
7376,,TZ-BRAN-MEDI-EF4F,"Medium"
7375,,TZ-BRAN-LIFE-7CDD,"Life is Strange: True Colors"
7374,,TZ-BRAN-KITA-0CBF,"Kitaria Fables"
7368,,TZ-BRAN-JURA-4184,"Jurassic World: Evolution 2"
7357,,TZ-BRAN-GUIL-DF55,"Guilty Gear XRD Revelator"
7356,,TZ-BRAN-HORI-BE3F,"Horizon Forbidden West"
7355,,TZ-BRAN-HORI-7436,"Horizon Zero Dawn"
7354,,TZ-BRAN-FINA-0AEF,"Final Fantasy XV Day One Edition"
7348,,TZ-BRAN-FINA-07CB,"Final Fantasy X / X-2 HD Remaster"
7347,,TZ-BRAN-WARR-0C8B,"Warriors Orochi 4"
7346,,TZ-BRAN-INSO-D9AA,"In Sound Mind (Deluxe Edition)"
7345,,TZ-BRAN-IMMO-DF88,"Immorals Of Aveum"
7344,,TZ-BRAN-IMMO-5015,"Immortals Fenyx Rising"
7338,,TZ-BRAN-HUMA-D510,"Humankind: Heritage Edition"
7336,,TZ-BRAN-HOGW-7CF5,"Hogwarts Legacy"
7335,,TZ-BRAN-HADE-ADD0,"Hades"
7334,,TZ-BRAN-GUIL-7E3F,"Guilty Gear - Strive"
7328,,TZ-BRAN-GUAR-8FBE,"Guardians of The Galaxy"
7327,,TZ-BRAN-GREA-99F9,"Greak: Memories of Azur"
7326,,TZ-BRAN-GRAN-7F53,"Gran Turismo 7"
7325,,TZ-BRAN-GOTH-69CE,"Gotham Knights"
7324,,TZ-BRAN-GHOS-9D33,"Ghostrunner"
7323,,TZ-BRAN-GHOS-82BB,"Ghostbusters: Spirits Unleashed"
7316,,TZ-BRAN-GARF-D75D,"Garfield Lasagna Party"
7314,,TZ-BRAN-ENDL-5D08,"Endless Dungeon Day One Edition"
7313,,TZ-BRAN-DOKI-57C6,"Doki Doki Literature Club Plus!"
7312,,TZ-BRAN-DEVI-356E,"Devil May Cry 5 Special Edition"
7304,,TZ-BRAN-CRIS-88DD,"Cris Tales"
7303,,TZ-BRAN-CRIS-7EE0,"Crisis Core: Final Fantasy VII Reunion"
7302,,TZ-BRAN-CRAS-805F,"Crash Team Rumble"
7301,,TZ-BRAN-CRAZ-45E4,"Crazy Chicken Shooter Edition"
7300,,TZ-BRAN-COBR-8BA3,"Cobra Kai 2: Dojos Rising"
7299,,TZ-BRAN-CHIV-0CAC,"Chivalry II Day One Edition"
7289,,TZ-BRAN-BALA-2850,"Balan Wonderworld"
7288,,TZ-BRAN-ASSA-1078,"Assassin's Creed Valhalla"
7287,,TZ-BRAN-DEAD-5606,"Dead Island 2 Day One Edition"
7286,,TZ-BRAN-DEAD-9853,"Dead Space"
7277,,TZ-BRAN-DEMO-386A,"Demon's Souls"
7274,,TZ-BRAN-ATOM-2B94,"Atomic Heart"
7273,,TZ-BRAN-ATLA-30CF,"Atlas Fallen"
7267,,TZ-BRAN-ASSA-2D13,"Assassin's Creed Mirage"
7265,,TZ-PLAY-WWE2-A27F,"WWE 2K22"
7264,,TZ-PLAY-TONY-E43B,"Tony Hawk's Pro Skater 1+2"
7263,,TZ-PLAY-MARV-91F7,"Marvel: Spider-Man Miles Morales"
7262,,TZ-PLAY-FIFA-F3F9,"FIFA 23"
7261,,TZ-PLAY-FIFA-3CFA,"FIFA 22"
7251,,TZ-CASE-HYTE-94AE,"Hyte Y70"
7247,,TZ-CAME-DJIO-6544,"DJI Osmo Pocket 3"
7237,,TZ-ACCE-PLAY-2472,"PlayStation VR 2 Sense Controller Charging Station"
7236,,TZ-ACCE-PLAY-0ACA,"PlayStation Pulse Elite Wireless Headset"
7235,,TZ-ACCE-PLAY-505F,"PlayStation Pulse Explore"
7221,,TZ-CONS-PLAY-AB5E,"PlayStation VR 2"
7185,,TZ-BEST-PLAY-336A,"PlayStation 4 (Pre-Owned)"
7181,,TZ-BEST-XBOX-6AE3,"Xbox Series S 512GB / 1TB"
7179,,TZ-BEST-XBOX-F9EB,"Xbox Series X / Digital"
7172,,TZ-BEST-NINT-0876,"Nintendo Switch 2 + Mario Kart / Switch 2 / OLED/ Gen 2/ Gen 1/ Switch Lite"
7167,,TZ-BEST-LENO-B823,"Lenovo Legion Go 2 / Go / Go S Z1 / Z2 Extreme Gaming Handheld 512GB / 1TB / 2TB"
7163,,TZ-BEST-STEA-8782,"Steam Deck  OLED / Limited Edition Transparent / LCD 512GB/1TB/2TB"
7162,,TZ-BEST-PLAY-582B,"PlayStation Portal"
